distanceFront, distanceLeft, distanceRight, torque
1000, 0.4660816, 0.7975098, 0

1000, 0.4630594, 0.800532, 0

1000, 0.4630594, 0.800532, 0

1000, 0.4600374, 0.8035542, 0

1000, 0.457015, 0.8065764, 0

1000, 0.4539928, 0.8095986, 0

1000, 0.613214, 0.860976, 0

1000, 0.613214, 0.860976, 0

1000, 0.6101918, 0.8639982, 0

1000, 0.6071696, 0.8670204, 0

1000, 0.6041476, 0.8700426, 0

1000, 0.6011254, 0.8730648, 0

1000, 0.6011254, 0.8730648, 0

1000, 0.5981032, 0.876087, 0

1000, 0.5950808, 0.8791093, 0

1000, 0.5920588, 0.8821315, 0

1000, 0.5890363, 0.8851537, 0

1000, 0.5860142, 0.8881758, 0

1000, 0.5860142, 0.8881758, 0

1000, 0.582992, 0.891198, 0

1000, 0.5799698, 0.8942202, 0

1000, 0.5769476, 0.8972424, 0

1000, 0.5739254, 0.9002646, 0

1000, 0.5709032, 0.9032868, 0

1000, 0.5709032, 0.9032868, 0

1000, 0.567881, 0.906309, 0

1000, 0.5648587, 0.9093313, 0

1000, 0.5618365, 0.9123535, 0

1000, 0.5588143, 0.9153756, 0

1000, 0.5557922, 0.9183978, 0

1000, 0.5557922, 0.9183978, 0

1000, 0.55277, 0.92142, 0

1000, 0.5497478, 0.9244422, 0

1000, 0.5467256, 0.9274644, 0

1000, 0.5437031, 0.9304866, 0

1000, 0.5406809, 0.9335089, 0

1000, 0.5406809, 0.9335089, 0

1000, 0.537659, 0.9365311, 0

1000, 0.5346367, 0.9395533, 0

1000, 0.5316145, 0.9425754, 0

1000, 0.5285924, 0.9455976, 0

1000, 0.5285924, 0.9455976, 0

1000, 0.5255702, 0.9486198, 0

1000, 0.522548, 0.951642, 0

1000, 0.5195258, 0.9546643, 0

1000, 0.5165036, 0.9576864, 0

1000, 0.5134814, 0.9607086, 0

1000, 0.5134814, 0.9607086, 0

1000, 0.5104592, 0.9637309, 0

1000, 0.507437, 0.9667531, 0

1000, 0.5044148, 0.9697752, 0

1000, 0.5013925, 0.9727975, 0

1000, 0.4983703, 0.9758196, 0

1000, 0.4983703, 0.9758196, 0

1000, 0.4953482, 0.9788418, 0

1000, 0.492326, 0.981864, 0

1000, 0.489304, 0.9848862, 0

1000, 0.4862816, 0.9879084, -122.5553

1000, 0.4832594, 0.9909307, -122.856

1000, 0.4832594, 0.9909307, -122.856

1000, 0.479128, 0.9916573, -123.0983

1000, 0.4775902, 0.9924861, -123.2164

1000, 0.4786468, 0.9934279, -123.2107

1000, 0.4823188, 0.9944901, -123.0804

1000, 0.4886467, 0.9956756, -122.824

1000, 0.4886467, 0.9956756, -122.824

1000, 0.4976904, 0.9969825, 0

1000, 0.509531, 0.9984038, 0

1000, 0.5186768, 0.9892581, 0

1000, 0.7432417, 0.9801123, 0

1000, 0.7523875, 0.9709666, 0

1000, 0.7523875, 0.9709666, 0

1000, 0.7615332, 0.7464016, 0

1000, 0.770679, 0.7372559, 0

1000, 0.7798247, 0.7281101, 0

1000, 0.7889705, 0.7189644, 0

1000, 0.7889705, 0.7189644, 0

1000, 0.7981161, 0.7098187, 0

1000, 0.8072619, 0.7006729, 0

1000, 0.8164077, 0.6915272, 0

1000, 0.8255534, 0.6823815, 0

1000, 0.8346991, 0.6732357, 0

1000, 0.8346991, 0.6732357, 0

1.96232, 0.8438449, 0.66409, 0

1.922321, 0.8529907, 0.6549442, 0

1.88232, 0.8621364, 0.6457985, 0

1.842321, 0.871282, 0.6366528, 0

1.80232, 0.8804278, 0.627507, 0

1.80232, 0.8804278, 0.627507, 0

1.76232, 0.8895736, 0.6183613, 0

1.722319, 0.8987193, 0.6092156, 0

1.68232, 0.907865, 0.6000698, 0

1.642319, 0.9170108, 0.5909241, 0

1.60232, 0.9261566, 0.5817783, 0

1.60232, 0.9261566, 0.5817783, 0

1.562319, 0.9353023, 0.5726326, 0

1.52232, 0.9444481, 0.5634868, 0

1.482319, 0.9535938, 0.5543411, 0

1.44232, 0.9627395, 0.5451953, 0

1.42706, 0.9662285, 0.5417063, 0

1.42706, 0.9662285, 0.5417063, 0

0.7867453, 1000, 1000, 0

1000, 0.7308551, 0.7391516, 0

1000, 0.7309776, 0.7390295, 0

1000, 0.7310992, 0.7389075, 0

1000, 0.7312213, 0.738785, 0

1000, 0.7312213, 0.738785, 0

1000, 0.7313434, 0.7386633, 0

1000, 0.7314659, 0.7385412, 0

1000, 0.7315875, 0.7384191, 0

1000, 0.7317096, 0.7382966, 0

1000, 0.7317096, 0.7382966, 0

1000, 0.7318321, 0.738175, 0

1000, 0.7319542, 0.7380524, 0

1000, 0.7320758, 0.7379308, 0

1000, 0.7321978, 0.7378088, 0

1000, 0.7323199, 0.7376862, 0

1000, 0.7323199, 0.7376862, 0

1000, 0.7324424, 0.7375647, 0

1000, 0.7325645, 0.7374426, 0

1000, 0.7326866, 0.7373205, 0

1000, 0.7328086, 0.7371985, 0

1000, 0.7329307, 0.7370759, 0

1000, 0.7329307, 0.7370759, 0

1000, 0.7330528, 0.7369539, 0

1000, 0.7331749, 0.7368323, 0

1000, 0.7332965, 0.7367102, 0

1000, 0.7334185, 0.7365881, 0

1000, 0.7335406, 0.7364661, 0

1000, 0.7335406, 0.7364661, 0

1000, 0.7336632, 0.736344, 0

1000, 0.7337852, 0.7362219, 0

1000, 0.7339068, 0.7360993, 0

1000, 0.7340289, 0.7359777, 0

1000, 0.7341514, 0.7358557, 0

1000, 0.7341514, 0.7358557, 0

1000, 0.734273, 0.7357336, 0

1000, 0.7343956, 0.7356116, 0

1000, 0.7345177, 0.735489, 0

1000, 0.7346393, 0.7353674, 0

1000, 0.7346393, 0.7353674, 0

1000, 0.7347618, 0.7352453, 0

1000, 0.7348834, 0.7351228, 0

1000, 0.735006, 0.7350012, 0

1000, 0.735128, 0.7348791, 0

1000, 0.7352496, 0.7347571, 0

1000, 0.7352496, 0.7347571, 0

1000, 0.7353722, 0.734635, 0

1000, 0.7354938, 0.7345129, 0

1000, 0.7356158, 0.7343909, 0

1000, 0.7357384, 0.7342687, 0

1.991807, 0.7358605, 0.7341467, 0

1.991807, 0.7358605, 0.7341467, 0

1.951807, 0.735982, 0.7340246, 0

1.911807, 0.7361041, 0.7339025, 0

1.871807, 0.9462272, 0.7337804, 0

1.831807, 0.9463493, 0.7336584, 0

1.791807, 0.9464713, 0.7335363, 0

1.791807, 0.9464713, 0.7335363, 0

1.751807, 0.9465939, 0.7334142, 0

1.711807, 0.9467155, 0.7332917, 0

1.671807, 0.9468375, 0.5231691, 0

1.631807, 0.9469596, 0.523047, 0

1.591807, 0.9470817, 0.522925, 0

1.591807, 0.9470817, 0.522925, 0

1.551807, 0.9472038, 0.5228029, 0

1.511807, 0.9473258, 0.5226808, 0

1.471807, 1.157449, 0.5225587, 129.3596

1.610028, 1.261549, 0.4125113, 141.0939

1.610028, 1.261549, 0.4125113, 141.0939

1.636238, 1.278284, 0.4663738, 138.9857

1.982811, 1.302924, 0.5303038, 136.7891

1000, 1.330326, 0.6042223, 134.2334

1000, 1.360872, 0.5947588, 136.4287

1000, 1.394849, 0.5443718, 141.1762

1000, 1.394849, 0.5443718, 141.1762

1000, 1.436582, 0.5176383, 145.1503

1000, 1.473133, 0.6298413, 140.7655

1000, 1.446665, 0.6703888, 136.9921

0.8602541, 1.726859, 1.569869, 0

0.8602541, 1.726859, 1.569869, 0

1000, 0.7342011, 0.7358061, 0

1000, 0.7343231, 0.7356836, 0

1000, 0.7344447, 0.735562, 0

1000, 0.7345673, 0.7354399, 0

1000, 0.7346889, 0.7353178, 0

1000, 0.7346889, 0.7353178, 0

1000, 0.7348114, 0.7351958, 0

1000, 0.734933, 0.7350737, 0

1000, 0.7350556, 0.7349516, 0

1000, 0.7351776, 0.7348295, 0

1000, 0.7352992, 0.7347075, 0

1000, 0.7352992, 0.7347075, 0

1000, 0.7354218, 0.7345854, 0

1000, 0.7355438, 0.7344633, 0

1000, 0.7356654, 0.7343413, 0

1000, 0.735788, 0.7342187, 0

1000, 0.7359101, 0.7340971, 0

1000, 0.7359101, 0.7340971, 0

1000, 0.7360321, 0.733975, 0

1000, 0.7361537, 0.7338529, 0

1000, 0.7362758, 0.7337309, 0

1000, 0.7363979, 0.7336088, 0

1000, 0.7365199, 0.7334867, 0

1000, 0.7365199, 0.7334867, 0

1000, 0.7366425, 0.7333646, 0

1000, 0.7367646, 0.7332426, 0

1000, 0.7368861, 0.7331205, 0

1000, 0.7370082, 0.7329984, 0

1000, 0.7371302, 0.7328764, 0

1000, 0.7371302, 0.7328764, 0

1000, 0.7372524, 0.7327543, 0

1000, 0.7373749, 0.7326323, 0

1000, 0.737497, 0.7325101, 0

1000, 0.737619, 0.7323881, 0

1000, 0.737619, 0.7323881, 0

1000, 0.7377406, 0.732266, 0

1000, 0.7378627, 0.7321439, 0

1000, 0.7379852, 0.7320219, 0

1000, 0.7381068, 0.7318993, 0

1000, 0.7382289, 0.7317777, 0

1000, 0.7382289, 0.7317777, 0

1000, 0.7383515, 0.7316557, 0

1000, 0.7384731, 0.7315336, 0

1000, 0.7385955, 0.731411, 0

1000, 0.7387171, 0.7312895, 0

1000, 0.7388397, 0.7311674, 0

1000, 0.7388397, 0.7311674, 0

1000, 0.7389613, 0.7310454, 0

1000, 0.7390839, 0.7309233, 0

1.98218, 0.739206, 0.7308012, 0

1.94218, 0.7393275, 0.7306791, 0

1.90218, 0.7394501, 0.730557, 0

1.90218, 0.7394501, 0.730557, 0

1.86218, 0.9495727, 0.730435, 0

1.82218, 0.9496948, 0.7303129, 0

1.78218, 0.9498168, 0.7301909, 0

1.74218, 0.9499389, 0.7300687, 0

1.70218, 0.950061, 0.7299467, 0

1.70218, 0.950061, 0.7299467, 0

1.66218, 0.950183, 0.5198236, 0

1.62218, 0.9503046, 0.5197015, 0

1.58218, 0.9504272, 0.5195795, 0

1.54218, 0.9505493, 0.5194574, 0

1.54218, 0.9505493, 0.5194574, 0

1.50218, 0.9506714, 0.5193353, 0

1.46218, 1.160794, 0.5192132, 129.711

1.42218, 1.160916, 0.5190912, 129.7238

1.383404, 1.162067, 0.5194286, 129.7666

1.558158, 1.16379, 0.5226488, 129.6879

1.558158, 1.16379, 0.5226488, 129.6879

1.525769, 1.166102, 0.5287917, 129.4866

1.496326, 1.169012, 0.5379254, 129.1602

1.469752, 1.115085, 0.550142, 125.7423

1.445986, 1.07845, 0.5655644, 123.1161

1.424508, 1.056491, 0.5841475, 0

1.424508, 1.056491, 0.5841475, 0

1.629205, 1.042714, 0.6059913, 0

1.589205, 1.150661, 0.6208133, 123.9657

1.549205, 1.155995, 0.6356352, 123.4897

1.535224, 1.160847, 0.6616709, 0

1.524232, 1.16622, 0.6916564, 0

1.524232, 1.16622, 0.6916564, 0

1.484232, 1.147333, 0.6841632, 0

1.444232, 1.128445, 0.5994532, 123.9227

1.404232, 1.109557, 0.5160848, 127.2053

1.393969, 1.114443, 0.5466337, 125.8886

1.387714, 1.120646, 0.5818293, 124.4174

1.387714, 1.120646, 0.5818293, 124.4174

1.384545, 1.127265, 0.6217368, 122.7493

1.384563, 1.134262, 0.6667966, 0

1.387877, 1.141572, 0.7175052, 0

1.347877, 1.110604, 0.7118534, 0

1.307877, 1.079635, 0.6601889, 0

1.307877, 1.079635, 0.6601889, 0

1.267877, 1.106645, 0.6085237, 0

1.227877, 1.15831, 0.5757977, 126.6413

1.187877, 1.209975, 0.6067671, 127.7085

1.46496, 1.194682, 0.6609719, 124.16

1.482353, 1.18101, 0.672423, 122.9016

1.482353, 1.18101, 0.672423, 122.9016

1.504111, 1.170599, 0.601738, 125.9422

1.531864, 1.161987, 0.5590267, 127.6956

1.56927, 1.153439, 0.6343793, 123.4246

1.617548, 1.145445, 0.6992408, 0

1.617548, 1.145445, 0.6992408, 0

1.674112, 1.13965, 0.648367, 0

1.634113, 1.167348, 0.6206692, 124.8146

1.594113, 1.195046, 0.5929715, 127.6498

1.659995, 1.188073, 0.5492459, 129.5663

1.744999, 1.181327, 0.510253, 131.2714

1.744999, 1.181327, 0.510253, 131.2714

1.853958, 1.175082, 0.4757291, 132.7853

1.994669, 1.169402, 0.6063049, 125.6483

1000, 1.164334, 0.6449579, 123.4405

1000, 1.161107, 0.6187246, 124.5973

1000, 1.15873, 0.5963072, 125.6139

1000, 1.15873, 0.5963072, 125.6139

1000, 1.156726, 0.5771875, 126.4887

1000, 1.155132, 0.5612354, 127.2272

1000, 1.153977, 0.548343, 127.8341

1000, 1.153288, 0.5384253, 128.3134

1000, 1.153087, 0.5314202, 128.6679

1000, 1.153087, 0.5314202, 128.6679

1000, 1.153392, 0.5272871, 128.8996

1000, 1.364248, 0.7360369, 129.0097

1000, 1.365979, 0.7379856, 128.9983

1000, 1.368689, 0.7432513, 128.8647

1000, 1.372396, 0.7518942, 128.6071

1000, 1.372396, 0.7518942, 128.6071

1000, 1.377121, 0.7640018, 128.2227

1000, 1.382886, 0.7796919, 127.7078

1.749424, 1.389715, 0.7991128, 127.0574

1.485839, 1.397632, 0.8224465, 126.2656

1.485839, 1.397632, 0.8224465, 126.2656

1.281587, 1.406662, 0.8499105, 125.3254

1.11759, 1.876549, 0.8817613, 149.6833

0.8912726, 1.389975, 1.528975, 0

0.8912726, 1.389975, 1.528975, 0

1000, 0.7354466, 0.7345601, 0

1000, 0.7355686, 0.7344381, 0

1000, 0.7356902, 0.7343159, 0

1000, 0.7358128, 0.7341939, 0

1000, 0.7359349, 0.7340718, 0

1000, 0.7359349, 0.7340718, 0

1000, 0.7360569, 0.7339497, 0

1000, 0.7361795, 0.7338277, 0

1000, 0.7363006, 0.7337056, 0

1000, 0.7364226, 0.7335835, 0

1000, 0.7365452, 0.7334614, 0

1000, 0.7365452, 0.7334614, 0

1000, 0.7366673, 0.7333394, 0

1000, 0.7367893, 0.7332173, 0

1000, 0.7369114, 0.7330952, 0

1000, 0.7370329, 0.7329732, 0

1000, 0.7371551, 0.7328511, 0

1000, 0.7371551, 0.7328511, 0

1000, 0.7372776, 0.732729, 0

1000, 0.7373997, 0.7326069, 0

1000, 0.7375218, 0.7324849, 0

1000, 0.7376438, 0.7323628, 0

1000, 0.7376438, 0.7323628, 0

1000, 0.7377654, 0.7322407, 0

1000, 0.737888, 0.7321187, 0

1000, 0.73801, 0.7319966, 0

1000, 0.7381316, 0.7318745, 0

1000, 0.7382542, 0.7317525, 0

1000, 0.7382542, 0.7317525, 0

1000, 0.7383762, 0.7316304, 0

1000, 0.7384983, 0.7315083, 0

1000, 0.7386204, 0.7313862, 0

1000, 0.7387429, 0.7312642, 0

1000, 0.7388645, 0.7311421, 0

1000, 0.7388645, 0.7311421, 0

1000, 0.7389866, 0.73102, 0

1000, 0.7391087, 0.730898, 0

1000, 0.7392308, 0.7307759, 0

1000, 0.7393533, 0.7306538, 0

1000, 0.7394749, 0.7305318, 0

1000, 0.7394749, 0.7305318, 0

1000, 0.739597, 0.7304097, 0

1000, 0.739719, 0.7302877, 0

1000, 0.7398416, 0.7301656, 0

1000, 0.7399632, 0.7300435, 0

1000, 0.7400852, 0.7299214, 0

1000, 0.7400852, 0.7299214, 0

1000, 0.7402073, 0.7297993, 0

1000, 0.7403294, 0.7296773, 0

1000, 0.7404515, 0.7295552, 0

1.98016, 0.7405735, 0.7294331, 0

1.94016, 0.7406956, 0.7293106, 0

1.94016, 0.7406956, 0.7293106, 0

1.90016, 0.7408177, 0.7291885, 0

1.86016, 0.9509408, 0.7290669, 0

1.82016, 0.9510629, 0.7289448, 0

1.78016, 0.9511849, 0.7288228, 0

1.78016, 0.9511849, 0.7288228, 0

1.74016, 0.951307, 0.7287007, 0

1.70016, 0.9514286, 0.7285786, 0

1.66016, 0.9515511, 0.5184556, 0

1.62016, 0.9516732, 0.5183334, 0

1.58016, 0.9517952, 0.5182114, 0

1.58016, 0.9517952, 0.5182114, 0

1.54016, 0.9519174, 0.5180894, 0

1.50016, 0.9520394, 0.5179672, 0

1.46016, 1.162163, 0.5178452, 129.855

1.42016, 1.162285, 0.5177231, 129.8679

1.381385, 1.163438, 0.5180604, 129.9108

1.381385, 1.163438, 0.5180604, 129.9108

1.556145, 1.165171, 0.521282, 129.8325

1.523762, 1.167499, 0.5274284, 129.6316

1.49433, 1.170431, 0.5365674, 129.3057

1.467768, 1.122958, 0.5487916, 126.2135

1.444016, 1.084862, 0.5642238, 123.5037

1.444016, 1.084862, 0.5642238, 123.5037

1.422608, 1.061511, 0.5828419, 0

1.627429, 1.046788, 0.6047309, 0

1.587429, 1.154535, 0.6195806, 124.2226

1.547429, 1.1576, 0.6344301, 123.6305

1.533521, 1.16253, 0.6605181, 122.5744

1.533521, 1.16253, 0.6605181, 122.5744

1.522586, 1.167972, 0.6905549, 0

1.514588, 1.173851, 0.622829, 125.0346

1.474588, 1.15279, 0.5468592, 127.8495

1.469715, 1.15944, 0.5425522, 128.4188

1.469392, 1.167626, 0.581599, 126.8219

1.469392, 1.167626, 0.581599, 126.8219

1.473411, 1.176991, 0.6261025, 125.0278

1.481379, 1.173823, 0.6764178, 0

1.769343, 1.1613, 0.7331707, 0

1.729344, 1.163594, 0.7350853, 0

1.729344, 1.163594, 0.7350853, 0

1.689343, 1.129528, 0.6881158, 0

1.649343, 1.095464, 0.6411462, 0

1.609343, 1.061398, 0.5941771, 0

1.569344, 1.072254, 0.6276627, 0

1.529343, 1.119224, 0.6617275, 0

1.529343, 1.119224, 0.6617275, 0

1.489343, 1.166193, 0.6957926, 0

1.449344, 1.200971, 0.7298574, 0

1.409344, 1.166906, 0.683223, 0

1.369344, 1.132841, 0.6362537, 0

1.329344, 1.098777, 0.5892842, 122.9468

1.329344, 1.098777, 0.5892842, 122.9468

1.289344, 1.077147, 0.5902844, 0

1.297911, 1.07119, 0.648621, 0

1.257911, 1.114273, 0.6857587, 0

1.217911, 1.157356, 0.6944997, 0

1.177911, 1.200439, 0.6514161, 124.9333

1.177911, 1.200439, 0.6514161, 124.9333

1.137911, 1.208718, 0.6083328, 127.5624

1.145309, 1.222159, 0.5404121, 131.8408

1.15865, 1.217324, 0.4803175, 134.8281

1.179956, 1.204721, 0.4269342, 137.076

1.210439, 1.192824, 0.4687189, 134.1246

1.210439, 1.192824, 0.4687189, 134.1246

1.251975, 1.181872, 0.558664, 128.7483

1.303723, 1.173134, 0.547869, 128.8557

1.365785, 1.166781, 0.5100921, 130.508

1.445546, 1.161276, 0.4768616, 131.9834

1.550599, 1.156275, 0.447639, 133.286

1.550599, 1.156275, 0.447639, 133.286

1.690602, 1.151824, 0.4221506, 134.4278

1.880995, 1.147959, 0.400159, 135.4195

1000, 1.144711, 0.3814611, 136.2704

1000, 1.142101, 0.3658858, 136.9887

1000, 1.142101, 0.3658858, 136.9887

1000, 1.140149, 0.3532926, 137.581

1000, 1.240095, 0.3843216, 141.4797

1000, 1.348979, 0.547341, 138.4081

1000, 1.348451, 0.5425374, 138.6482

1000, 1.349211, 0.5410298, 138.7758

1000, 1.349211, 0.5410298, 138.7758

1000, 1.351193, 0.5427197, 138.7922

1000, 1.354421, 0.5476413, 138.697

1000, 1.358926, 0.5558618, 138.4881

1000, 1.364744, 0.567483, 138.1626

1000, 1.368091, 0.586471, 137.2892

1000, 1.368091, 0.586471, 137.2892

1000, 0.7316157, 0.738391, 0

1000, 0.7317373, 0.7382689, 0

1000, 0.7318597, 0.7381469, 0

1000, 0.7319818, 0.7380248, 0

1000, 0.7319818, 0.7380248, 0

1000, 0.7321039, 0.7379028, 0

1000, 0.7322264, 0.7377806, 0

1000, 0.7323475, 0.7376586, 0

1000, 0.7324702, 0.7375365, 0

1000, 0.7325922, 0.7374145, 0

1000, 0.7325922, 0.7374145, 0

1000, 0.7327142, 0.7372924, 0

1000, 0.7328363, 0.7371703, 0

1000, 0.7329584, 0.7370483, 0

1000, 0.7330804, 0.7369262, 0

1000, 0.7332025, 0.7368041, 0

1000, 0.7332025, 0.7368041, 0

1000, 0.7333241, 0.7366821, 0

1000, 0.7334471, 0.73656, 0

1000, 0.7335687, 0.7364379, 0

1000, 0.7336908, 0.7363158, 0

1000, 0.7336908, 0.7363158, 0

1000, 0.7338129, 0.7361938, 0

1000, 0.7339355, 0.7360717, 0

1000, 0.734057, 0.7359496, 0

1000, 0.7341791, 0.7358275, 0

1000, 0.7343016, 0.7357055, 0

1000, 0.7343016, 0.7357055, 0

1000, 0.7344233, 0.7355834, 0

1000, 0.7345454, 0.7354614, 0

1000, 0.7346674, 0.7353393, 0

1000, 0.7347895, 0.7352172, 0

1000, 0.7349116, 0.7350951, 0

1000, 0.7349116, 0.7350951, 0

1000, 0.7350336, 0.7349731, 0

1000, 0.7351557, 0.734851, 0

1000, 0.7352782, 0.7347289, 0

1000, 0.7353998, 0.7346069, 0

1000, 0.7355219, 0.7344848, 0

1000, 0.7355219, 0.7344848, 0

1000, 0.7356445, 0.7343627, 0

1000, 0.7357661, 0.7342406, 0

1000, 0.7358881, 0.7341185, 0

1000, 0.7360102, 0.7339965, 0

1000, 0.7361323, 0.7338744, 0

1000, 0.7361323, 0.7338744, 0

1000, 0.7362548, 0.7337523, 0

1000, 0.7363769, 0.7336302, 0

1000, 0.736498, 0.7335082, 0

1000, 0.7366201, 0.7333861, 0

1000, 0.7366201, 0.7333861, 0

1.971256, 0.7367421, 0.733264, 0

1.931256, 0.7368641, 0.733142, 0

1.891256, 0.9469877, 0.7330199, 0

1.851256, 0.9471098, 0.7328978, 0

1.811256, 0.9472319, 0.7327757, 0

1.811256, 0.9472319, 0.7327757, 0

1.771256, 0.947354, 0.7326537, 0

1.731256, 0.9474756, 0.7325316, 0

1.691256, 0.9475981, 0.7324095, 0

1.651256, 0.9477202, 0.5222864, 0

1.611256, 0.9478422, 0.5221644, 0

1.611256, 0.9478422, 0.5221644, 0

1.571256, 0.9479644, 0.5220423, 0

1.531256, 0.9480864, 0.5219203, 0

1.491256, 0.9482085, 0.5217982, 0

1.451256, 1.158332, 0.5216761, 129.4522

1.411256, 1.158454, 0.5215541, 129.465

1.411256, 1.158454, 0.5215541, 129.465

1.372465, 1.159597, 0.5218917, 129.5073

1.547168, 1.161303, 0.525109, 129.428

1.514693, 1.163586, 0.5312462, 129.2259

1.485129, 1.166455, 0.5403704, 128.8986

1.458397, 1.166818, 0.5525742, 128.2812

1.458397, 1.166818, 0.5525742, 128.2812

1.434434, 1.121944, 0.5679784, 125.1839

1.413171, 1.090978, 0.5867217, 122.686

1.618183, 1.071111, 0.6087923, 0

1.605174, 1.05796, 0.6343297, 0

1.605174, 1.05796, 0.6343297, 0

1.565174, 1.152911, 0.6511804, 122.5604

1.525174, 1.15496, 0.6680309, 0

1.513804, 1.160049, 0.6980849, 0

1.473804, 1.141147, 0.6612394, 0

1.433804, 1.122245, 0.5765932, 124.7626

1.433804, 1.122245, 0.5765932, 124.7626

1.393805, 1.103343, 0.5225235, 126.5544

1.38355, 1.108268, 0.5533207, 125.2337

1.376898, 1.114177, 0.5886551, 123.7484

1.373262, 1.120458, 0.6286906, 0

1.372728, 1.127067, 0.6738589, 0

1.372728, 1.127067, 0.6738589, 0

1.332729, 1.098757, 0.7021691, 0

1.292729, 1.081549, 0.730479, 0

1.252729, 1.138065, 0.6794757, 0

1.212729, 1.194582, 0.6229591, 126.0834

1.172729, 1.242792, 0.5664424, 131.5526

1.172729, 1.242792, 0.5664424, 131.5526

1.170265, 1.232278, 0.605877, 128.9151

1.449154, 1.213393, 0.661134, 125.0973

1.46681, 1.198346, 0.6487339, 124.9632

1.488798, 1.186871, 0.5793282, 127.9331

1.517538, 1.176918, 0.560479, 128.3954

1.517538, 1.176918, 0.560479, 128.3954

1.55619, 1.167228, 0.6371179, 123.9789

1.605154, 1.158636, 0.6788634, 0

1.662513, 1.152359, 0.6290602, 123.6369

1.622513, 1.17974, 0.601679, 126.4129

1.690528, 1.173586, 0.5583439, 128.3331

1.690528, 1.173586, 0.5583439, 128.3331

1.778026, 1.167585, 0.5196624, 130.045

1.889994, 1.161997, 0.4853786, 131.5669

1000, 1.15689, 0.5313507, 128.8701

1000, 1.152319, 0.6546376, 0

1000, 1.152319, 0.6546376, 0

1000, 1.14888, 0.6282526, 123.5031

1000, 1.162677, 0.6144553, 124.8927

1000, 1.160319, 0.5924097, 125.8936

1000, 1.158314, 0.5736293, 126.7529

1000, 1.156731, 0.5580064, 127.4765

1000, 1.156731, 0.5580064, 127.4765

1000, 1.155599, 0.5454368, 128.0691

1000, 1.154942, 0.5358366, 128.5343

1000, 1.154783, 0.5291454, 128.8752

1000, 1.155138, 0.5253258, 129.0935

1000, 1.366073, 0.7344102, 129.1904

1000, 1.366073, 0.7344102, 129.1904

1000, 1.367922, 0.7367257, 129.166

1000, 1.370759, 0.7423669, 129.0192

1000, 1.374605, 0.7513971, 128.7483

1000, 1.37948, 0.7639075, 128.3503

1000, 1.385408, 0.7800195, 127.8214

1000, 1.385408, 0.7800195, 127.8214

1.719888, 1.392413, 0.7998863, 127.1565

1.463735, 1.400519, 0.8236939, 126.3496

1.264382, 1.409754, 0.8516661, 125.3933

1.103775, 1.880984, 0.8840647, 149.8127

0.8939425, 1.377937, 1.515733, 0

1000, 0.7355496, 0.7344571, 0

1000, 0.7356716, 0.734335, 0

1000, 0.7357937, 0.7342129, 0

1000, 0.7357937, 0.7342129, 0

1000, 0.7359162, 0.7340909, 0

1000, 0.7360379, 0.7339689, 0

1000, 0.7361599, 0.7338467, 0

1000, 0.736282, 0.7337247, 0

1000, 0.736282, 0.7337247, 0

1000, 0.7364041, 0.7336026, 0

1000, 0.7365261, 0.7334805, 0

1000, 0.7366481, 0.7333584, 0

1000, 0.7367703, 0.7332364, 0

1000, 0.7368923, 0.7331144, 0

1000, 0.7368923, 0.7331144, 0

1000, 0.7370144, 0.7329922, 0

1000, 0.7371365, 0.7328702, 0

1000, 0.7372586, 0.7327481, 0

1000, 0.7373806, 0.732626, 0

1000, 0.7375022, 0.732504, 0

1000, 0.7375022, 0.732504, 0

1000, 0.7376248, 0.7323819, 0

1000, 0.7377468, 0.7322598, 0

1000, 0.7378688, 0.7321377, 0

1000, 0.7379915, 0.7320157, 0

1000, 0.738113, 0.7318936, 0

1000, 0.738113, 0.7318936, 0

1000, 0.7382351, 0.7317716, 0

1000, 0.7383572, 0.7316495, 0

1000, 0.7384792, 0.7315274, 0

1000, 0.7386018, 0.7314053, 0

1000, 0.7387234, 0.7312832, 0

1000, 0.7387234, 0.7312832, 0

1000, 0.7388459, 0.7311612, 0

1000, 0.7389675, 0.7310392, 0

